name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,make,model,model_trim,engine_cc,power_bhp,mileage_value,mileage_unit,torque_nm,torque_rpm,owner_simple,car_age,bhp_per_litre,nm_per_litre,log_selling_price,log_km_driven,log_engine_cc,log_power_bhp,log_torque_nm,flag_outlier_selling_price,flag_outlier_km_driven,flag_outlier_engine_cc,flag_outlier_power_bhp,flag_outlier_torque_nm,car_cluster
Hyundai EON Era Plus,2013,180000,60000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,Hyundai,EON Era,EON Era Plus,814.0,55.2,21.1,kmpl,74.5,4000.0,First,12,67.81326781326783,91.52334152334153,12.100717685412471,11.002116507732017,6.703188113240863,4.028916756899646,4.324132656254979,0,0,0,0,0,2
Maruti Swift Dzire 1.2 Vxi BSIV,2012,450000,30000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,Maruti,Swift Dzire,Swift Dzire 1.2 Vxi BSIV,1197.0,85.8,17.5,kmpl,114.0,4000.0,First,13,71.67919799498746,95.23809523809523,13.017005083966255,10.308985993422082,7.088408778675395,4.463606621666305,4.74493212836325,0,0,0,0,0,2
Maruti Swift Dzire VXI,2014,450000,30000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,Maruti,Swift Dzire,Swift Dzire VXI,1197.0,85.8,19.1,kmpl,114.0,4000.0,First,11,71.67919799498746,95.23809523809523,13.017005083966255,10.308985993422082,7.088408778675395,4.463606621666305,4.74493212836325,0,0,0,0,0,2
Chevrolet Beat LT,2015,200000,50000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,76.8 bhp,106.5Nm@ 4400rpm,5.0,Chevrolet,Beat LT,Beat LT,1199.0,76.8,18.6,kmpl,106.5,4400.0,First,10,64.0533778148457,88.82402001668056,12.206077645517674,10.819798284210286,7.090076835776092,4.354141431184346,4.677490847567717,0,0,0,0,0,2
Tata Tiago 1.2 Revotron XZ,2017,425000,42000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,Tata,Tiago 1.2,Tiago 1.2 Revotron XZ,1199.0,84.0,23.84,kmpl,114.0,3500.0,First,8,70.05838198498749,95.07923269391159,12.959846800844963,10.645448706505872,7.090076835776092,4.442651256490317,4.74493212836325,0,0,0,0,0,2
Chevrolet Sail 1.2 LS ABS,2016,400000,30000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5.0,Chevrolet,Sail 1.2,Sail 1.2 LS ABS,1199.0,82.4,18.2,kmpl,108.5,5000.0,First,9,68.72393661384487,90.49207673060883,12.899222326086994,10.308985993422082,7.090076835776092,4.423648309364701,4.695924549256556,0,0,0,0,0,2
Maruti Alto LXi BSIII,2009,125000,60000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto LXi,Alto LXi BSIII,796.0,46.3,19.7,kmpl,62.0,3000.0,Third+,16,58.16582914572864,77.8894472361809,11.736077016252437,11.002116507732017,6.680854678790215,3.856510295497887,4.143134726391533,0,0,0,0,0,1
Jeep Compass 2.0 Longitude Option BSIV,2018,1600000,14000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0,Jeep,Compass 2.0,Compass 2.0 Longitude Option BSIV,1956.0,170.0,17.1,kmpl,350.0,2125.0,First,7,86.9120654396728,178.9366053169734,14.285514812209815,9.546884034617925,7.579167967396076,5.14166355650266,5.860786223465865,1,0,0,1,0,3
Honda City i VTEC VX,2015,900000,22000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,Honda,City i,City i VTEC VX,1497.0,117.3,17.4,kmpl,145.0,4600.0,First,10,78.3567134268537,96.86038744154976,13.710151153416941,9.99884318585288,7.311886164077165,4.773223770984341,4.983606621708336,0,0,0,0,0,2
Volkswagen Vento Diesel Highline,2012,450000,90000,Diesel,Individual,Manual,First Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,Volkswagen,Vento Diesel,Vento Diesel Highline,1598.0,103.6,20.54,kmpl,250.0,2000.0,First,13,64.83103879849811,156.44555694618273,13.017005083966255,11.407576060361786,7.377133712833954,4.650143551630823,5.5254529391317835,0,0,0,0,0,0
Maruti Alto K10 2010-2014 VXI,2011,210000,46000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto K10,Alto K10 2010-2014 VXI,998.0,67.1,20.92,kmpl,90.0,3500.0,First,14,67.23446893787575,90.18036072144288,12.25486757159303,10.736418414365376,6.906754778648554,4.220977213155467,4.51085950651685,0,0,0,0,0,2
Hyundai i20 1.2 Asta Option,2018,801000,20000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,Hyundai,i20 1.2,i20 1.2 Asta Option,1197.0,81.83,18.6,kmpl,114.7,4000.0,First,7,68.3625730994152,95.82289055973266,13.593617474489168,9.90353755128617,7.088408778675395,4.416790314610172,4.751000634199631,0,0,0,0,0,2
Tata Venture EX 7 Str Captain Seats,2014,317000,15000,Diesel,Individual,Manual,First Owner,15.42 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,7.0,Tata,Venture EX,Venture EX 7 Str Captain Seats,1405.0,70.0,15.42,kmpl,135.0,2500.0,First,11,49.8220640569395,96.08540925266904,12.666660207428574,9.61587214452889,7.2485040723706105,4.2626798770413155,4.912654885736052,0,0,0,0,0,2
Maruti Ertiga VXI,2015,600000,40000,Petrol,Individual,Manual,Second Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0,Maruti,Ertiga VXI,Ertiga VXI,1373.0,93.7,16.02,kmpl,130.0,4000.0,Second,10,68.24471959213402,94.68317552804079,13.304686600863562,10.596659732783579,7.2254814727822945,4.550714000192032,4.875197323201151,0,0,0,0,0,2
Hyundai i20 Magna,2014,330000,30000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0,Hyundai,i20 Magna,i20 Magna,1197.0,82.85,18.5,kmpl,113.7,4000.0,Second,11,69.21470342522973,94.9874686716792,12.706850963741102,10.308985993422082,7.088408778675395,4.429029488269218,4.742320024135325,0,0,0,0,0,2
Hyundai EON Magna Plus,2017,320000,15000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,Hyundai,EON Magna,EON Magna Plus,814.0,55.2,21.1,kmpl,74.5,4000.0,Second,8,67.81326781326783,91.52334152334153,12.676079399771027,9.61587214452889,6.703188113240863,4.028916756899646,4.324132656254979,0,0,0,0,0,2
Maruti Estilo LXI,2010,160000,50000,Petrol,Individual,Manual,First Owner,,,,,,Maruti,Estilo LXI,Estilo LXI,,,,unknown,,,First,15,,,11.982935344196433,10.819798284210286,,,,0,0,0,0,0,1
Hyundai Getz GLX,2007,120000,110000,Petrol,Individual,Manual,Second Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5.0,Hyundai,Getz GLX,Getz GLX,1341.0,83.0,15.3,kmpl,115.0,3200.0,Second,18,61.894108873974645,85.75689783743475,11.695255355062795,11.608244735642321,7.201916317531627,4.430816798843313,4.7535901911063645,0,0,0,0,0,1
Maruti Alto LXi,2009,130000,70000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto LXi,Alto LXi,796.0,46.3,19.7,kmpl,62.0,3000.0,Second,16,58.16582914572864,77.8894472361809,11.775297421715827,11.156264806643742,6.680854678790215,3.856510295497887,4.143134726391533,0,0,0,0,0,1
Chevrolet Sail 1.2 LS,2015,220000,80000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5.0,Chevrolet,Sail 1.2,Sail 1.2 LS,1199.0,82.4,18.2,kmpl,108.5,5000.0,First,10,68.72393661384487,90.49207673060883,12.301387370778713,11.289794413577894,7.090076835776092,4.423648309364701,4.695924549256556,0,0,0,0,0,2
Maruti Swift VDI BSIV,2008,229999,50000,Diesel,Individual,Manual,Third Owner,,,,,,Maruti,Swift VDI,Swift VDI BSIV,,,,unknown,,,Third+,17,,,12.345834587905333,10.819798284210286,,,,0,0,0,0,0,1
Tata Zest Revotron 1.2T XM,2015,340000,110000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,Tata,Zest Revotron,Zest Revotron 1.2T XM,1193.0,88.7,17.57,kmpl,140.0,2750.0,First,10,74.35037720033529,117.35121542330259,12.73670383776449,11.608244735642321,7.085064293952548,4.49647076906475,4.948759890378168,0,0,0,0,0,1
Ford Classic 1.4 Duratorq CLXI,2013,200000,70000,Diesel,Individual,Manual,Second Owner,19.68 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5.0,Ford,Classic 1.4,Classic 1.4 Duratorq CLXI,1399.0,67.0,19.68,kmpl,160.0,2000.0,Second,12,47.89135096497498,114.3674052894925,12.206077645517674,11.156264806643742,7.24422751560335,4.219507705176107,5.081404364984463,0,0,0,0,0,0
Maruti Alto LXI,2002,140000,50000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto LXI,Alto LXI,796.0,46.3,19.7,kmpl,62.0,3000.0,Second,23,58.16582914572864,77.8894472361809,11.849404844423074,10.819798284210286,6.680854678790215,3.856510295497887,4.143134726391533,0,0,0,0,0,1
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1000000,190000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,Toyota,Innova 2.5,Innova 2.5 G (Diesel) 8 Seater,2494.0,100.6,12.99,kmpl,200.0,2400.0,First,12,40.336808340016034,80.19246190858058,13.815511557963774,12.154784614286667,7.822044008185619,4.6210435351443815,5.303304908059076,0,0,1,0,0,4
Mahindra Bolero SLX,2010,495000,100000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,Mahindra,Bolero SLX,Bolero SLX,2523.0,63.0,13.6,kmpl,180.0,1470.0,Second,15,24.97027348394768,71.3436385255648,13.112315061750808,11.51293546492023,7.8336002236611035,4.1588830833596715,5.198497031265826,0,0,1,0,0,4
Maruti Alto 800 LXI,2015,236000,60000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto 800,Alto 800 LXI,796.0,47.3,22.74,kmpl,69.0,3500.0,First,10,59.42211055276381,86.68341708542714,12.371591321286905,11.002116507732017,6.680854678790215,3.877431560658527,4.248495242049359,0,0,0,0,0,2
Maruti Wagon R VXI BS IV,2015,390000,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon R,Wagon R VXI BS IV,998.0,67.04,20.51,kmpl,90.0,3500.0,First,10,67.17434869739479,90.18036072144288,12.873904582205107,10.596659732783579,6.906754778648554,4.220095767527661,4.51085950651685,0,0,0,0,0,2
Maruti Swift Dzire VDi,2009,275000,90000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift Dzire,Swift Dzire VDi,1248.0,73.9,19.3,kmpl,190.0,2000.0,Second,16,59.21474358974359,152.24358974358975,12.524530013005734,11.407576060361786,7.130098510125578,4.316153890523174,5.25227342804663,0,0,0,0,0,0
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,775000,32000,Diesel,Dealer,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Vitara Brezza,Vitara Brezza ZDi Plus Dual Tone,1248.0,88.5,24.3,kmpl,200.0,1750.0,First,8,70.91346153846153,160.25641025641025,13.560619598657233,10.373522431293592,7.130098510125578,4.4942386252808095,5.303304908059076,0,0,0,0,0,0
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1800000,30000,Diesel,Individual,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0,Toyota,Innova Crysta,Innova Crysta 2.8 ZX AT BSIV,2755.0,171.5,11.36,kmpl,360.0,2300.0,First,9,62.25045372050817,130.6715063520871,14.403297778421795,10.308985993422082,7.9215356321335495,5.150397236471415,5.8888779583328805,1,0,1,1,1,3
Hyundai Creta 1.6 CRDi SX,2016,850000,58000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,Hyundai,Creta 1.6,Creta 1.6 CRDi SX,1582.0,126.2,19.67,kmpl,259.9,2325.0,First,9,79.7724399494311,164.28571428571428,13.652992804936396,10.968215530759236,7.367077059881012,4.845760650906022,5.564137192142683,0,0,0,0,0,0
Maruti Vitara Brezza VDi,2018,750000,5000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Vitara Brezza,Vitara Brezza VDi,1248.0,88.5,24.3,kmpl,200.0,1750.0,First,7,70.91346153846153,160.25641025641025,13.527829818844937,8.517393171418904,7.130098510125578,4.4942386252808095,5.303304908059076,0,0,0,0,0,0
Hyundai i20 1.2 Spotz,2018,570000,25000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,Hyundai,i20 1.2,i20 1.2 Spotz,1197.0,81.83,18.6,kmpl,114.7,4000.0,First,7,68.3625730994152,95.82289055973266,13.25339339419516,10.12667110305036,7.088408778675395,4.416790314610172,4.751000634199631,0,0,0,0,0,2
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,580000,32000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,Hyundai,Grand i10,Grand i10 1.2 Kappa Sportz BSIV,1197.0,81.86,18.9,kmpl,113.75,4000.0,First,7,68.38763575605681,95.02923976608187,13.270785106659046,10.373522431293592,7.088408778675395,4.417152436649256,4.7427558489406545,0,0,0,0,0,2
Honda Jazz 1.2 VX i VTEC,2016,484999,30000,Petrol,Individual,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,Honda,Jazz 1.2,Jazz 1.2 VX i VTEC,1199.0,88.7,18.7,kmpl,110.0,4800.0,First,9,73.97831526271894,91.74311926605505,13.091904169919621,10.308985993422082,7.090076835776092,4.49647076906475,4.709530201312334,0,0,0,0,0,2
Honda BR-V i-VTEC S MT,2017,700000,43000,Petrol,Dealer,Manual,First Owner,15.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,7.0,Honda,BR-V i-VTEC,BR-V i-VTEC S MT,1497.0,117.3,15.4,kmpl,145.0,4600.0,First,8,78.3567134268537,96.86038744154976,13.45883704259595,10.668978650219241,7.311886164077165,4.773223770984341,4.983606621708336,0,0,0,0,0,2
Hyundai Verna S,2012,415000,60000,Petrol,Dealer,Manual,First Owner,17.7 kmpl,1497 CC,113.42 bhp,144.15nm@ 4500rpm,5.0,Hyundai,Verna S,Verna S,1497.0,113.42,17.7,kmpl,144.15,4500.0,First,13,75.76486305945224,96.29258517034067,12.936036208848487,11.002116507732017,7.311886164077165,4.739875888840383,4.977767690470639,0,0,0,0,0,2
Nissan Micra XV CVT,2015,325000,50000,Petrol,Individual,Automatic,First Owner,19.34 kmpl,1198 CC,76 bhp,104Nm@ 4400rpm,5.0,Nissan,Micra XV,Micra XV CVT,1198.0,76.0,19.34,kmpl,104.0,4400.0,First,10,63.43906510851419,86.81135225375627,12.691583538230217,10.819798284210286,7.089243155027514,4.343805421853684,4.653960350157523,0,0,0,0,0,2
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,14200,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0,Ford,Figo Aspire,Figo Aspire 1.2 Ti-VCT Trend,1196.0,86.8,18.16,kmpl,112.0,4000.0,First,7,72.5752508361204,93.64548494983278,13.217675375388819,9.561067663645012,7.087573705557973,4.475061500641071,4.727387818712341,0,0,0,0,0,2
Hyundai EON Sportz,2017,300000,10000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,Hyundai,EON Sportz,EON Sportz,814.0,55.2,21.1,kmpl,74.5,4000.0,First,8,67.81326781326783,91.52334152334153,12.611541086966115,9.210440366976517,6.703188113240863,4.028916756899646,4.324132656254979,0,0,0,0,0,2
Datsun RediGO T Option,2018,217000,25000,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0,Datsun,RediGO T,RediGO T Option,799.0,53.64,22.7,kmpl,72.0,4386.0,First,7,67.13391739674593,90.11264080100125,12.28765724080691,10.12667110305036,6.684611727667927,4.0007662152625345,4.290459441148391,0,0,0,0,0,2
Ford Freestyle Titanium Petrol BSIV,2018,700000,19100,Petrol,Individual,Manual,First Owner,19.0 kmpl,1194 CC,94.68 bhp,120Nm@ 4250rpm,5.0,Ford,Freestyle Titanium,Freestyle Titanium Petrol BSIV,1194.0,94.68,19.0,kmpl,120.0,4250.0,First,7,79.29648241206031,100.50251256281408,13.45883704259595,9.857495968685136,7.085901464365611,4.561009290202322,4.795790545596741,0,0,0,0,0,2
Hyundai Santro Sportz AMT BSIV,2019,466000,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0,Hyundai,Santro Sportz,Santro Sportz AMT BSIV,1086.0,68.0,20.3,kmpl,99.0,4500.0,Third+,6,62.61510128913444,91.16022099447513,13.051943059028227,10.12667110305036,6.99117688712121,4.23410650459726,4.605170185988092,0,0,0,0,0,2
Ford EcoSport 1.5 Diesel Trend BSIV,2014,484999,54000,Diesel,Dealer,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,Ford,EcoSport 1.5,EcoSport 1.5 Diesel Trend BSIV,1498.0,98.96,23.0,kmpl,205.0,2500.0,First,11,66.06141522029372,136.84913217623497,13.091904169919621,10.896757843893464,7.312553498102598,4.604770105966751,5.327876168789581,0,0,0,0,0,0
Nissan Sunny XL D,2018,670000,35000,Diesel,Individual,Manual,First Owner,22.71 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0,Nissan,Sunny XL,Sunny XL D,1461.0,84.8,22.71,kmpl,200.0,2000.0,First,7,58.04243668720054,136.89253935660506,13.415034483903348,10.463131911491967,7.2875606403097235,4.4520190064939165,5.303304908059076,0,0,0,0,0,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,20000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,Hyundai,Grand i10,Grand i10 1.2 Kappa Sportz BSIV,1197.0,81.86,18.9,kmpl,113.75,4000.0,Second,7,68.38763575605681,95.02923976608187,13.122365377402328,9.90353755128617,7.088408778675395,4.417152436649256,4.7427558489406545,0,0,0,0,0,2
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,675000,52000,Diesel,Individual,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,SX4 S,SX4 S Cross 2015-2017 DDiS 200 Zeta,1248.0,88.5,23.65,kmpl,200.0,1750.0,First,9,70.91346153846153,160.25641025641025,13.42246945133505,10.859018228147887,7.130098510125578,4.4942386252808095,5.303304908059076,0,0,0,0,0,0
Hyundai i20 1.4 CRDi Asta,2011,220000,120000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,Hyundai,i20 1.4,i20 1.4 CRDi Asta,1396.0,90.0,23.0,kmpl,219.66895999999997,2250.0,Second,14,64.46991404011462,157.35598853868194,12.301387370778713,11.695255355062795,7.242082359256962,4.51085950651685,5.396663659964139,0,0,0,0,0,0
Jeep Compass 2.0 Limited,2017,1650000,50000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0,Jeep,Compass 2.0,Compass 2.0 Limited,1956.0,170.0,17.1,kmpl,350.0,2125.0,First,8,86.9120654396728,178.9366053169734,14.316286451937186,10.819798284210286,7.579167967396076,5.14166355650266,5.860786223465865,1,0,0,1,0,3
Maruti Ertiga ZDI,2013,630000,120000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0,Maruti,Ertiga ZDI,Ertiga ZDI,1248.0,88.8,20.77,kmpl,200.0,1750.0,Second,12,71.15384615384615,160.25641025641025,13.353476685668044,11.695255355062795,7.130098510125578,4.497584975308154,5.303304908059076,0,0,0,0,0,0
Tata Manza Aura Quadrajet,2010,250000,90000,Diesel,Individual,Manual,Second Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5.0,Tata,Manza Aura,Manza Aura Quadrajet,1248.0,90.0,18.8,kmpl,200.0,2375.0,Second,15,72.11538461538461,160.25641025641025,12.429220196836383,11.407576060361786,7.130098510125578,4.51085950651685,5.303304908059076,0,0,0,0,0,0
Maruti Wagon R LXI,2004,120000,120000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon R,Wagon R LXI,998.0,67.1,18.9,kmpl,90.0,3500.0,Third+,21,67.23446893787575,90.18036072144288,11.695255355062795,11.695255355062795,6.906754778648554,4.220977213155467,4.51085950651685,0,0,0,0,0,1
Skoda Rapid 1.5 TDI Elegance,2015,300000,101500,Diesel,Individual,Manual,Second Owner,21.14 kmpl,1498 CC,103.52 bhp,250Nm@ 1500-2500rpm,5.0,Skoda,Rapid 1.5,Rapid 1.5 TDI Elegance,1498.0,103.52,21.14,kmpl,250.0,2000.0,Second,10,69.10547396528705,166.88918558077435,12.611541086966115,11.527823929632195,7.312553498102598,4.649378440652412,5.5254529391317835,0,0,0,0,0,0
Hyundai Verna 1.6 CRDi EX AT,2013,525000,75000,Diesel,Individual,Automatic,First Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0,Hyundai,Verna 1.6,Verna 1.6 CRDi EX AT,1582.0,126.3,22.32,kmpl,259.9,2325.0,First,12,79.83565107458912,164.28571428571428,13.171155446333852,11.225256725762893,7.367077059881012,4.846546505563361,5.564137192142683,0,0,0,0,0,0
Maruti Alto K10 LXI,2011,204999,97500,Petrol,Individual,Manual,First Owner,,,0,,,Maruti,Alto K10,Alto K10 LXI,,,,unknown,,,First,14,,,12.230765258120545,11.487617913343598,,,,0,0,0,1,0,1
Mahindra Scorpio 1.99 S10,2016,1100000,100000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,Mahindra,Scorpio 1.99,Scorpio 1.99 S10,1997.0,120.0,15.4,kmpl,280.0,2300.0,First,9,60.090135202804206,140.21031547320982,13.910821646859095,11.51293546492023,7.599901959208498,4.795790545596741,5.638354669333745,0,0,0,0,0,3
Renault Duster 110PS Diesel RxZ,2012,480000,55735,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0,Renault,Duster 110PS,Duster 110PS Diesel RxZ,1461.0,108.45,19.01,kmpl,248.0,2250.0,Second,13,74.22997946611909,169.74674880219027,13.081543466215237,10.928381536709955,7.2875606403097235,4.695467823968872,5.517452896464707,0,0,0,0,0,0
Mahindra XUV500 W4,2014,605000,80000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,Mahindra,XUV500 W4,XUV500 W4,2179.0,140.0,15.1,kmpl,330.0,2200.0,Second,11,64.24965580541533,151.44561725562187,13.312985389904174,11.289794413577894,7.687080155783135,4.948759890378168,5.802118375377063,0,0,1,0,0,3
Maruti Alto 800 LXI Optional,2016,250000,50000,Petrol,Individual,Manual,Second Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto 800,Alto 800 LXI Optional,796.0,47.3,24.7,kmpl,69.0,3500.0,Second,9,59.42211055276381,86.68341708542714,12.429220196836383,10.819798284210286,6.680854678790215,3.877431560658527,4.248495242049359,0,0,0,0,0,2
Ford Figo Diesel Celebration Edition,2013,245000,70000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68.1 bhp,160Nm@ 2000rpm,5.0,Ford,Figo Diesel,Figo Diesel Celebration Edition,1399.0,68.1,20.0,kmpl,160.0,2000.0,Second,12,48.67762687634024,114.3674052894925,12.409017571151187,11.156264806643742,7.24422751560335,4.235554730773624,5.081404364984463,0,0,0,0,0,0
Hyundai i10 Magna 1.2 iTech SE,2012,210000,76000,Petrol,Individual,Manual,Fourth & Above Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,Hyundai,i10 Magna,i10 Magna 1.2 iTech SE,1197.0,78.9,20.36,kmpl,111.7,4000.0,Third+,13,65.91478696741855,93.31662489557226,12.25486757159303,11.23850177707664,7.088408778675395,4.380775852772229,4.724729421045731,0,0,0,0,0,1
Maruti Swift Dzire VXI 1.2,2020,730000,4000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift Dzire,Swift Dzire VXI 1.2,1197.0,81.8,21.21,kmpl,113.0,4200.0,First,5,68.33751044277359,94.40267335004177,13.500801182986649,8.294299608857235,7.088408778675395,4.416428061391214,4.736198448394496,0,0,0,0,0,2
Mahindra Bolero 2011-2019 SLX,2012,500000,76000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero 2011-2019,Bolero 2011-2019 SLX,2523.0,62.1,15.96,kmpl,195.0,1800.0,First,13,24.613555291319855,77.28894173602853,13.122365377402328,11.23850177707664,7.8336002236611035,4.144720769547168,5.278114659230517,0,0,1,0,0,4
Maruti Wagon R VXI Optional,2015,400000,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon R,Wagon R VXI Optional,998.0,67.04,20.51,kmpl,90.0,3500.0,First,10,67.17434869739479,90.18036072144288,12.899222326086994,10.596659732783579,6.906754778648554,4.220095767527661,4.51085950651685,0,0,0,0,0,2
